Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,244.199997,245.169998,241.910004,243.220001,238.537689,4928900
2020-05-01,239.580002,240.330002,236.500000,237.279999,232.712036,4723500
2020-05-04,235.210007,237.750000,233.639999,237.419998,232.849350,3845500
2020-05-05,240.020004,241.740005,238.699997,238.800003,234.202759,3143500
2020-05-06,240.339996,240.539993,236.600006,236.860001,232.300140,3082300
2020-05-07,239.240005,241.179993,238.550003,238.910004,234.310654,3411500
2020-05-08,242.270004,243.800003,241.339996,243.619995,238.929962,3904400
2020-05-11,241.679993,243.940002,241.000000,242.559998,237.890381,2743000
2020-05-12,243.809998,244.139999,237.940002,238.080002,233.496628,6433900
2020-05-13,236.960007,237.500000,231.020004,232.820007,228.337891,7531300
2020-05-14,230.080002,236.759995,228.300003,236.750000,232.192230,6964500
2020-05-15,234.160004,237.250000,233.410004,236.910004,232.803452,4811100
2020-05-18,243.509995,247.199997,243.360001,245.929993,241.667084,5234300
2020-05-19,245.449997,246.020004,242.070007,242.220001,238.021408,4404700
2020-05-20,245.399994,246.580002,244.729996,245.729996,241.470566,3280600
2020-05-21,245.550003,247.380005,243.880005,245.020004,240.772858,3378200
2020-05-22,244.910004,245.100006,243.169998,244.880005,240.635315,2521100
2020-05-26,250.839996,252.020004,249.880005,250.250000,245.912216,4872300
2020-05-27,253.729996,255.789993,250.330002,255.770004,251.336533,5326100
2020-05-28,257.869995,257.940002,253.889999,254.350006,249.941147,4957600
2020-05-29,253.270004,255.320007,250.679993,254.289993,249.882141,5132700
2020-06-01,253.779999,255.550003,252.699997,255.270004,250.845184,2060800
2020-06-02,256.549988,257.920013,255.710007,257.850006,253.380508,3045800
2020-06-03,260.350006,264.000000,259.660004,263.170013,258.608276,5184500
2020-06-04,262.369995,264.429993,261.390015,263.329987,258.765503,3937100
2020-06-05,270.399994,273.950012,269.790009,271.540009,266.833130,7866800
2020-06-08,272.899994,276.380005,272.899994,276.279999,271.491028,4667600
2020-06-09,273.239990,275.019989,272.130005,273.380005,268.641296,4632600
2020-06-10,273.200012,274.179993,270.010010,270.459991,265.771912,6531200
2020-06-11,262.140015,263.510010,251.380005,252.029999,247.661362,14257800
2020-06-12,259.000000,260.320007,251.429993,256.739990,252.289719,9817200
2020-06-15,250.289993,259.600006,249.100006,258.350006,253.871826,7421300
2020-06-16,267.089996,267.140015,258.690002,263.820007,259.246979,9238000
2020-06-17,264.609985,264.700012,261.260010,261.820007,257.281677,3669300
2020-06-18,260.040009,262.260010,259.109985,261.450012,256.918091,3268700
2020-06-19,264.209991,264.459991,257.609985,258.799988,255.048599,5852600
2020-06-22,257.880005,260.579987,256.679993,260.320007,256.546539,2823500
2020-06-23,262.829987,263.149994,261.019989,261.500000,257.709442,2948000
2020-06-24,259.220001,259.519989,252.940002,254.630005,250.939011,5903500
2020-06-25,253.339996,257.709991,252.059998,257.440002,253.708237,4312300
2020-06-26,255.649994,256.049988,249.699997,250.380005,246.750626,5331400
2020-06-29,252.179993,256.119995,250.949997,255.910004,252.200455,3759000
2020-06-30,255.070007,259.049988,254.720001,257.869995,254.132095,3667900
2020-07-01,258.869995,260.260010,257.140015,257.309998,253.580185,3575300
2020-07-02,261.149994,262.170013,257.880005,258.420013,254.674088,3830000
2020-07-06,262.160004,263.049988,260.869995,263.000000,259.187714,2989100
2020-07-07,261.100006,261.850006,258.779999,259.040009,255.285156,2828700
2020-07-08,259.640015,261.190002,258.250000,260.720001,256.940674,2837800
2020-07-09,260.869995,261.190002,255.350006,257.239990,253.511154,3995600
2020-07-10,257.200012,261.160004,256.459991,260.820007,257.039337,3110100
2020-07-13,263.059998,266.519989,260.579987,261.040009,257.256073,4876000
2020-07-14,260.540009,267.049988,260.100006,266.589996,262.725647,7614300
2020-07-15,270.470001,270.540009,267.049988,268.910004,265.011993,5220600
2020-07-16,267.160004,268.929993,266.019989,267.470001,263.592926,2478100
2020-07-17,267.950012,268.070007,266.170013,266.739990,263.081024,3415100
2020-07-20,266.390015,267.640015,265.029999,266.820007,263.159912,4017400
2020-07-21,268.820007,270.269989,267.649994,268.339996,264.659027,3179700
2020-07-22,267.820007,270.350006,267.769989,269.980011,266.276550,2039300
2020-07-23,269.640015,269.779999,265.619995,266.690002,263.031708,2838000
2020-07-24,265.149994,266.339996,264.049988,264.690002,261.059174,2637700
2020-07-27,264.769989,266.309998,264.350006,265.950012,262.301849,2637900
2020-07-28,264.920013,265.609985,263.630005,263.929993,260.309540,1989300
2020-07-29,264.190002,266.070007,263.799988,265.500000,261.858032,1917900
2020-07-30,262.480011,263.820007,259.940002,263.279999,259.668488,3055600
2020-07-31,263.760010,264.489990,260.179993,264.350006,260.723785,3317300
2020-08-03,265.670013,267.149994,265.350006,266.720001,263.061310,2569300
2020-08-04,266.290009,268.420013,266.029999,268.410004,264.728119,1909800
2020-08-05,269.989990,272.269989,269.899994,272.000000,268.268860,2133500
2020-08-06,271.630005,274.029999,271.570007,273.899994,270.142822,1948100
2020-08-07,273.230011,274.820007,272.480011,274.619995,270.852905,2311300
2020-08-10,275.510010,278.279999,275.480011,278.140015,274.324646,2313900
2020-08-11,280.899994,281.779999,276.470001,277.190002,273.387665,4546400
2020-08-12,279.839996,280.739990,278.720001,280.040009,276.198547,2650900
2020-08-13,279.130005,280.220001,278.230011,279.420013,275.587067,1668300
2020-08-14,278.230011,280.160004,277.899994,279.799988,275.961823,2247000
2020-08-17,280.140015,280.250000,278.500000,278.950012,275.123566,2436900
2020-08-18,279.100006,279.369995,277.109985,278.200012,274.383850,1678300
2020-08-19,278.679993,279.739990,276.970001,277.429993,273.624329,3374300
2020-08-20,276.040009,278.339996,275.869995,277.869995,274.058319,2063700
2020-08-21,277.040009,279.609985,276.859985,279.290009,276.058929,2601200
2020-08-24,281.720001,283.250000,280.470001,283.179993,279.903931,2622800
2020-08-25,284.230011,284.230011,281.019989,282.619995,279.350403,3346000
2020-08-26,282.609985,283.609985,281.570007,283.429993,280.151001,2647500
2020-08-27,284.440002,286.450012,283.679993,285.040009,281.742340,3432800
2020-08-28,286.230011,287.450012,285.000000,286.700012,283.383209,2715500
