Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,44.919998,45.060001,42.980000,43.240002,43.240002,3975600
2020-05-01,42.180000,43.849998,42.020000,42.900002,42.900002,3841200
2020-05-04,42.000000,42.720001,38.800999,39.240002,39.240002,11912100
2020-05-05,40.000000,42.259998,39.700001,42.090000,42.090000,15289700
2020-05-06,41.930000,41.930000,39.380001,40.369999,40.369999,4329400
2020-05-07,40.959999,41.349998,39.320000,39.400002,39.400002,4443500
2020-05-08,40.000000,40.770000,39.189999,39.410000,39.410000,3138400
2020-05-11,39.669998,40.040001,37.785999,39.049999,39.049999,4671200
2020-05-12,39.660000,41.790001,37.650002,40.360001,40.360001,5786800
2020-05-13,40.500000,42.570000,39.410000,41.770000,41.770000,5873600
2020-05-14,41.799999,42.445000,40.310001,41.290001,41.290001,2556800
2020-05-15,40.759998,42.330002,40.529999,42.110001,42.110001,1780400
2020-05-18,42.099998,43.180000,40.000000,41.080002,41.080002,3594700
2020-05-19,41.150002,42.220001,40.000000,40.049999,40.049999,2234300
2020-05-20,40.680000,40.779999,38.150002,39.450001,39.450001,4677000
2020-05-21,39.730000,40.700001,38.900002,40.189999,40.189999,1949800
2020-05-22,40.200001,42.799999,40.105000,42.750000,42.750000,3849700
2020-05-26,43.599998,43.880001,41.130001,41.709999,41.709999,2676100
2020-05-27,41.060001,41.090000,36.650002,40.130001,40.130001,4524100
2020-05-28,39.509998,42.619999,39.459999,41.790001,41.790001,2748700
2020-05-29,42.799999,44.500000,42.424999,44.439999,44.439999,3066500
2020-06-01,44.160000,46.000000,44.009998,45.090000,45.090000,2649800
2020-06-02,45.189999,49.419998,45.110001,49.419998,49.419998,5268800
2020-06-03,48.660000,49.700001,47.750000,48.220001,48.220001,3516700
2020-06-04,49.070000,51.720001,48.132999,49.110001,49.110001,4078400
2020-06-05,47.549999,50.119999,47.549999,48.439999,48.439999,2820400
2020-06-08,49.549999,51.070000,48.180000,48.770000,48.770000,5276100
2020-06-09,49.970001,52.259998,48.130001,51.509998,51.509998,10264200
2020-06-10,50.959999,52.349998,48.529999,49.630001,49.630001,8819900
2020-06-11,47.970001,52.450001,47.500000,49.180000,49.180000,6355900
2020-06-12,50.500000,51.529999,46.119999,48.130001,48.130001,4111800
2020-06-15,48.110001,48.919998,46.470001,46.759998,46.759998,4204000
2020-06-16,47.650002,48.139999,45.720001,47.090000,47.090000,4599100
2020-06-17,47.400002,50.000000,46.759998,49.560001,49.560001,5804300
2020-06-18,49.400002,49.660000,47.380001,48.200001,48.200001,3743300
2020-06-19,48.500000,51.110001,47.450001,50.299999,50.299999,9444200
2020-06-22,50.900002,52.770000,50.389999,50.910000,50.910000,4224600
2020-06-23,51.029999,51.820000,48.480000,48.910000,48.910000,4366100
2020-06-24,49.110001,51.080002,48.919998,49.740002,49.740002,4438900
2020-06-25,50.040001,50.730000,49.042999,49.439999,49.439999,2942000
2020-06-26,49.380001,50.330002,46.869999,46.939999,46.939999,4374200
2020-06-29,47.500000,47.500000,44.845001,45.150002,45.150002,4853500
2020-06-30,45.250000,46.389999,44.310001,44.689999,44.689999,3396900
2020-07-01,44.820000,47.299999,44.744999,46.459999,46.459999,4317800
2020-07-02,46.919998,47.849998,46.209999,47.080002,47.080002,2733400
2020-07-06,47.500000,48.540001,46.110001,46.970001,46.970001,3137500
2020-07-07,47.369999,48.240002,46.599998,47.799999,47.799999,2043300
