Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,219.949997,220.039993,217.350006,218.910004,217.859436,42955500
2020-05-01,214.500000,216.669998,211.679993,212.740005,211.719055,48795000
2020-05-04,211.460007,215.449997,211.119995,215.220001,214.187149,32841000
2020-05-05,217.440002,220.139999,216.850006,217.660004,216.615433,37783100
2020-05-06,219.399994,221.039993,218.110001,219.000000,217.948990,36455200
2020-05-07,221.820007,222.729996,220.419998,221.820007,220.755493,38624800
2020-05-08,223.619995,225.000000,222.479996,224.860001,223.780884,31964400
2020-05-11,223.490005,227.929993,223.250000,226.869995,225.781235,35714100
2020-05-12,227.490005,228.100006,222.089996,222.119995,221.054031,41054100
2020-05-13,222.660004,224.610001,216.710007,219.339996,218.287369,65521200
2020-05-14,217.970001,221.869995,215.990005,221.830002,220.765427,51549300
2020-05-15,218.779999,223.330002,218.330002,223.270004,222.198517,55747200
2020-05-18,226.330002,228.679993,225.470001,227.429993,226.338516,42597600
2020-05-19,227.699997,229.850006,226.710007,226.860001,225.771271,36237300
2020-05-20,229.500000,231.759995,229.479996,231.389999,230.279541,37417000
2020-05-21,231.440002,232.139999,228.339996,228.869995,227.771637,43642900
2020-05-22,228.449997,229.869995,227.500000,229.660004,228.557861,28762400
2020-05-26,233.360001,233.570007,228.789993,229.039993,227.940811,33055300
2020-05-27,228.690002,230.410004,223.940002,230.289993,229.184814,55665600
2020-05-28,229.110001,233.470001,229.050003,229.990005,228.886261,42784300
2020-05-29,230.380005,233.600006,228.759995,233.360001,232.240097,50878600
2020-06-01,232.460007,234.449997,232.000000,234.059998,232.936722,25776000
2020-06-02,234.500000,235.690002,232.009995,235.630005,234.499191,33383400
2020-06-03,236.259995,237.470001,235.350006,236.690002,235.554108,37228700
2020-06-04,236.330002,237.789993,233.679993,235.029999,233.902069,38716100
2020-06-05,236.220001,240.300003,235.630005,239.690002,238.539719,47365600
2020-06-08,239.539993,241.679993,237.910004,241.550003,240.390778,32937300
2020-06-09,240.660004,244.179993,240.470001,243.300003,242.132385,35046300
2020-06-10,245.050003,247.820007,244.509995,246.220001,245.038376,58084400
2020-06-11,242.160004,243.589996,233.960007,234.020004,232.896927,72919400
2020-06-12,239.089996,240.399994,231.740005,235.880005,234.747986,72034800
2020-06-15,232.440002,239.449997,231.470001,238.750000,237.604233,45307400
2020-06-16,243.779999,244.389999,239.100006,242.850006,241.684540,48890100
2020-06-17,244.399994,245.500000,242.729996,243.619995,242.450836,34749300
2020-06-18,243.289993,244.529999,242.490005,244.279999,243.107666,30578600
2020-06-19,246.729996,247.000000,242.449997,244.240005,243.067886,49422100
2020-06-22,243.679993,246.869995,243.380005,246.740005,245.982895,24068700
2020-06-23,248.389999,251.149994,247.820007,248.839996,248.076447,32767400
2020-06-24,248.059998,249.330002,242.160004,243.710007,242.962189,46032400
2020-06-25,243.800003,246.339996,241.139999,246.029999,245.275070,36940800
2020-06-26,245.779999,245.960007,239.679993,240.220001,239.482895,52824600
2020-06-29,239.970001,242.850006,237.350006,242.839996,242.094849,34377800
2020-06-30,242.770004,248.160004,242.580002,247.600006,246.840256,38909200
2020-07-01,247.639999,251.520004,247.080002,250.490005,249.721390,34689200
2020-07-02,253.020004,254.270004,251.710007,252.190002,251.416183,31956500
2020-07-06,255.449997,258.929993,255.429993,258.390015,257.597168,34589000
2020-07-07,258.130005,260.880005,256.299988,256.609985,255.822586,36578200
2020-07-08,257.980011,260.019989,256.500000,259.989990,259.192230,30426300
2020-07-09,261.970001,262.869995,257.630005,262.179993,261.375519,40312900
2020-07-10,262.029999,264.230011,259.260010,263.970001,263.160034,32885300
2020-07-13,266.910004,269.790009,257.690002,258.540009,257.746704,64108100
2020-07-14,255.929993,260.790009,252.759995,260.369995,259.571045,72230500
2020-07-15,261.829987,262.690002,257.489990,260.899994,260.099426,54523900
2020-07-16,258.019989,259.779999,255.619995,259.119995,258.324921,47594100
2020-07-17,259.589996,260.309998,257.170013,259.420013,258.624023,35137900
2020-07-20,260.079987,267.429993,258.790009,266.779999,265.961395,40610100
2020-07-21,268.399994,268.410004,263.130005,264.000000,263.189941,43443000
2020-07-22,264.510010,265.890015,262.549988,264.929993,264.117065,29865500
2020-07-23,264.510010,265.239990,256.549988,258.010010,257.218323,51363500
2020-07-24,254.039993,256.929993,251.320007,255.559998,254.775833,54054500
2020-07-27,257.260010,260.519989,256.450012,260.119995,259.321838,36445700
2020-07-28,259.309998,259.850006,256.510010,256.809998,256.021973,31302400
2020-07-29,258.399994,260.660004,257.910004,259.769989,258.972900,27556900
